"revision","rustdoc_item_id","public_path","kind","classification","harness_route","evidence_state"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1047","aarch64_vmsa::attrs::permissions::Stage2LeafPermissions","struct","typed-inspection","all 12 data/privileged-execute/unprivileged-execute combinations round-trip through XNX semantic descriptors in permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper; output/runs/ns-el2-00001784004484438604-14648","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1337","aarch64_vmsa::attrs::permissions::Stage2Permission","enum","typed-inspection","every variant and execute combination round-trips through configured D128 permission indirection; unavailable and missing-combination errors are exact in permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1230","aarch64_vmsa::attrs::permissions::Stage2PermissionModel","trait","type-only","typed catalog bounds and compile-time regime/format selection","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1202","aarch64_vmsa::attrs::permissions::Stage2Permissions","struct","type-only","zero-sized direct-stage2 permission-model selector; associated semantic values and non-XNX rejection are exercised separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1231","aarch64_vmsa::attrs::permissions::Stage2XnxPermissions","struct","type-only","zero-sized XNX permission-model selector; all associated execute combinations are exercised separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","990","aarch64_vmsa::attrs::permissions::TwoPrivilegeLeafPermissions","struct","typed-inspection","all four architectural AP combinations and independent execute fields round-trip through lower-stage1 semantic descriptors; an invalid combination returns exact UnencodablePermissions; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1019","aarch64_vmsa::attrs::permissions::TwoPrivilegeTablePermissionLimits","struct","typed-inspection","all four architectural AP-table combinations and independent execute limits are constructed by permissions.stage1-semantic-mapper, permissions.stage2-direct-semantic-mapper, permissions.d128-stage1-effective-semantic-mapper, permissions.d128-stage2-semantic-mapper","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1044","aarch64_vmsa::attrs::permissions::data","struct_field","typed-inspection","all DataAccess values round-trip in the 12-case XNX stage-2 matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","932","aarch64_vmsa::attrs::permissions::data","struct_field","typed-inspection","single-privilege ReadWrite/ReadOnly mappings and exact unencodable permission normalization are exposed through stable semantic APIs; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","959","aarch64_vmsa::attrs::permissions::data_limit","struct_field","typed-inspection","single-privilege semantic table limits are constructed for live/offline EL2 and Secure mappings; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","933","aarch64_vmsa::attrs::permissions::execute","struct_field","typed-inspection","single-privilege execute semantics are encoded/decoded and active execute permission faults are covered by generated execution; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","960","aarch64_vmsa::attrs::permissions::execute_limit","struct_field","typed-inspection","single-privilege semantic table execute limits are constructed through stable semantic mapping; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1261","aarch64_vmsa::attrs::permissions::privileged_data","struct_field","typed-inspection","D128 effective permission mappings decode exact privileged data access; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","986","aarch64_vmsa::attrs::permissions::privileged_data","struct_field","typed-inspection","ReadWrite and ReadOnly values round-trip across all valid two-privilege AP combinations; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1015","aarch64_vmsa::attrs::permissions::privileged_data_limit","struct_field","typed-inspection","ReadWrite and ReadOnly limits are constructed across every AP-table combination; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1045","aarch64_vmsa::attrs::permissions::privileged_execute","struct_field","typed-inspection","both values round-trip independently in the 12-case XNX stage-2 matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1263","aarch64_vmsa::attrs::permissions::privileged_execute","struct_field","typed-inspection","D128 effective permission mappings and execute-fault tests expose both privileged execute states; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","988","aarch64_vmsa::attrs::permissions::privileged_execute","struct_field","typed-inspection","both values round-trip independently across the two-privilege semantic matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1017","aarch64_vmsa::attrs::permissions::privileged_execute_limit","struct_field","typed-inspection","both values are constructed independently across the semantic AP-table matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1265","aarch64_vmsa::attrs::permissions::privileged_gcs","struct_field","typed-inspection","privileged GCS true/false is configured and decoded independently through D128 permission indirection in output/runs/ns-el2-00001784004838046293-9296; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1262","aarch64_vmsa::attrs::permissions::unprivileged_data","struct_field","typed-inspection","D128 effective permission mappings decode exact unprivileged data access; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","987","aarch64_vmsa::attrs::permissions::unprivileged_data","struct_field","typed-inspection","None, ReadOnly, and ReadWrite behavior is constructed across valid/invalid two-privilege combinations; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1016","aarch64_vmsa::attrs::permissions::unprivileged_data_limit","struct_field","typed-inspection","None, ReadOnly, and ReadWrite limits are constructed across the AP-table matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1046","aarch64_vmsa::attrs::permissions::unprivileged_execute","struct_field","typed-inspection","both values round-trip independently in the 12-case XNX stage-2 matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1264","aarch64_vmsa::attrs::permissions::unprivileged_execute","struct_field","typed-inspection","D128 effective permission mappings and lower execute tests expose unprivileged execute state; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","989","aarch64_vmsa::attrs::permissions::unprivileged_execute","struct_field","typed-inspection","both values round-trip independently across the two-privilege semantic matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1018","aarch64_vmsa::attrs::permissions::unprivileged_execute_limit","struct_field","typed-inspection","both values are constructed independently across the semantic AP-table matrix; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1266","aarch64_vmsa::attrs::permissions::unprivileged_gcs","struct_field","typed-inspection","unprivileged GCS true/false is configured and decoded independently through D128 permission indirection in output/runs/ns-el2-00001784004838046293-9296; catalog: permissions.stage1-single-matrix; permissions.stage1-two-privilege-matrix; permissions.stage2-direct-xnx-matrix; permissions.d128-stage1-indirection-matrix; permissions.d128-stage2-overlay-matrix","evidence-complete"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1370","aarch64_vmsa::attrs::raw::FourBit","struct","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1371","aarch64_vmsa::attrs::raw::FourBit::ZERO","assoc_const","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1374","aarch64_vmsa::attrs::raw::FourBit::bits","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
"ada32824cd813c16ab6ea30322ee396aad3aaa75","1372","aarch64_vmsa::attrs::raw::FourBit::new","function","value-only","bounded raw-bit value construction/access is pure software; architecturally observable containing descriptor fields are covered separately","classified"
